Year,Country,Measure,Age,Value
2009,Austria,HHD,TOT,3624300.00
2010,Austria,HHD,TOT,3650398.00
2011,Austria,HHD,TOT,3674279.00
2012,Austria,HHD,TOT,3701302.00
2013,Austria,HHD,TOT,3761790.00
2014,Austria,HHD,TOT,3809693.00
2015,Austria,HHD,TOT,3862098.00
2016,Austria,HHD,TOT,3886560.00
2017,Austria,HHD,TOT,3911448.00
2018,Austria,HHD,TOT,3943564.00
2019,Austria,HHD,TOT,3990132.00
2018,Belgium,GINI,TOT,0.258
2019,Belgium,GINI,TOT,0.262
2006,Belgium,GINI,TOT,0.264
2007,Belgium,GINI,TOT,0.274
2008,Belgium,GINI,TOT,0.262
2009,Belgium,GINI,TOT,0.269
2010,Belgium,GINI,TOT,0.264
2011,Belgium,GINI,TOT,0.266
2012,Belgium,GINI,TOT,0.262
2013,Belgium,GINI,TOT,0.261
2018,Belgium,CPI2010,TOT,115.4516
2019,Belgium,CPI2010,TOT,117.1104
2006,Belgium,CPI2010,TOT,92.0252
2007,Belgium,CPI2010,TOT,93.7029
2008,Belgium,CPI2010,TOT,97.9096
2009,Belgium,CPI2010,TOT,97.8576
2010,Belgium,CPI2010,TOT,100.00
2011,Belgium,CPI2010,TOT,103.5321
2012,Belgium,CPI2010,TOT,106.472
2013,Belgium,CPI2010,TOT,107.6572
2018,Belgium,PVTAA1,TOT,0.092
2019,Belgium,PVTAA1,TOT,0.085
2006,Belgium,PVTAA1,TOT,0.107
2007,Belgium,PVTAA1,TOT,0.1
2008,Belgium,PVTAA1,TOT,0.109
2009,Belgium,PVTAA1,TOT,0.123
2010,Belgium,PVTAA1,TOT,0.127
2011,Belgium,PVTAA1,TOT,0.104
2012,Belgium,PVTAA1,TOT,0.108
2013,Belgium,PVTAA1,TOT,0.116
2018,Belgium,ECTOTAL,TOT,26858.00
2019,Belgium,ECTOTAL,TOT,27725.00
2006,Belgium,ECTOTAL,TOT,19002.00
2007,Belgium,ECTOTAL,TOT,19578.00
2008,Belgium,ECTOTAL,TOT,20401.00
2009,Belgium,ECTOTAL,TOT,20497.00
2010,Belgium,ECTOTAL,TOT,21069.00
2011,Belgium,ECTOTAL,TOT,21918.00
2012,Belgium,ECTOTAL,TOT,22914.00
2013,Belgium,ECTOTAL,TOT,23209.00
2018,Belgium,TRRSSCTOTAL,TOT,9468.00
2019,Belgium,TRRSSCTOTAL,TOT,9581.00
2018,Belgium,SECTOTAL,TOT,3178.00
2019,Belgium,SECTOTAL,TOT,3047.00
2006,Belgium,SECTOTAL,TOT,1882.00
2007,Belgium,SECTOTAL,TOT,2793.00
2008,Belgium,SECTOTAL,TOT,2233.00
2009,Belgium,SECTOTAL,TOT,2118.00
2010,Belgium,SECTOTAL,TOT,2099.00
2011,Belgium,SECTOTAL,TOT,1878.00
2012,Belgium,SECTOTAL,TOT,1979.00
2013,Belgium,SECTOTAL,TOT,1978.00
2018,Belgium,TACTOTAL,TOT,-10837.00
2019,Belgium,TACTOTAL,TOT,-10500.00
2006,Belgium,TACTOTAL,TOT,-7183.00
2007,Belgium,TACTOTAL,TOT,-7273.00
2008,Belgium,TACTOTAL,TOT,-7206.00
2009,Belgium,TACTOTAL,TOT,-7537.00
2010,Belgium,TACTOTAL,TOT,-7314.00
2011,Belgium,TACTOTAL,TOT,-7738.00
2012,Belgium,TACTOTAL,TOT,-8021.00
2013,Belgium,TACTOTAL,TOT,-8198.00
2018,Belgium,INCAC1,TOT,27911.00
2019,Belgium,INCAC1,TOT,29427.00
2006,Belgium,INCAC1,TOT,20286.00
2007,Belgium,INCAC1,TOT,21419.00
2008,Belgium,INCAC1,TOT,21778.00
2009,Belgium,INCAC1,TOT,22186.00
2010,Belgium,INCAC1,TOT,22526.00
2011,Belgium,INCAC1,TOT,23160.00
2012,Belgium,INCAC1,TOT,24462.00
2013,Belgium,INCAC1,TOT,24187.00
2018,Belgium,INCAC2,TOT,31508.00
2019,Belgium,INCAC2,TOT,32928.00
2006,Belgium,INCAC2,TOT,21808.00
2007,Belgium,INCAC2,TOT,22476.00
2008,Belgium,INCAC2,TOT,23547.00
2009,Belgium,INCAC2,TOT,24155.00
2010,Belgium,INCAC2,TOT,24982.00
2011,Belgium,INCAC2,TOT,25595.00
2012,Belgium,INCAC2,TOT,26913.00
2013,Belgium,INCAC2,TOT,26822.00
2018,Belgium,KICTOTAL,TOT,789.00
2019,Belgium,KICTOTAL,TOT,990.00
2018,Belgium,PVTAA2,TOT,0.077
2019,Belgium,PVTAA2,TOT,0.072
2006,Belgium,PVTAA2,TOT,0.108
2007,Belgium,PVTAA2,TOT,0.086
2008,Belgium,PVTAA2,TOT,0.112
2009,Belgium,PVTAA2,TOT,0.091
2010,Belgium,PVTAA2,TOT,0.087
2011,Belgium,PVTAA2,TOT,0.091
2012,Belgium,PVTAA2,TOT,0.108
2013,Belgium,PVTAA2,TOT,0.108
2018,Belgium,PPPPRC,TOT,0.846182
2019,Belgium,PPPPRC,TOT,0.858237
2006,Belgium,PPPPRC,TOT,0.922469
2007,Belgium,PPPPRC,TOT,0.926567
2008,Belgium,PPPPRC,TOT,0.916938
2009,Belgium,PPPPRC,TOT,0.902307
2010,Belgium,PPPPRC,TOT,0.893642
2011,Belgium,PPPPRC,TOT,0.880715
2012,Belgium,PPPPRC,TOT,0.88312
2013,Belgium,PPPPRC,TOT,0.87123
2018,Belgium,INCCTOTAL,TOT,29457.00
2019,Belgium,INCCTOTAL,TOT,30845.00
2006,Belgium,INCCTOTAL,TOT,20997.00
2007,Belgium,INCCTOTAL,TOT,21957.00
2008,Belgium,INCCTOTAL,TOT,23073.00
2009,Belgium,INCCTOTAL,TOT,23375.00
2010,Belgium,INCCTOTAL,TOT,23664.00
2011,Belgium,INCCTOTAL,TOT,23959.00
2012,Belgium,INCCTOTAL,TOT,25436.00
2013,Belgium,INCCTOTAL,TOT,25523.00
2018,Belgium,GINIB,TOT,0.49
2019,Belgium,GINIB,TOT,0.489
2006,Belgium,GINIB,TOT,0.48
2007,Belgium,GINIB,TOT,0.475
2008,Belgium,GINIB,TOT,0.472
2009,Belgium,GINIB,TOT,0.479
2010,Belgium,GINIB,TOT,0.483
2011,Belgium,GINIB,TOT,0.487
2012,Belgium,GINIB,TOT,0.487
2013,Belgium,GINIB,TOT,0.493
2018,Belgium,PVTAA3,TOT,0.077
2019,Belgium,PVTAA3,TOT,0.071
2006,Belgium,PVTAA3,TOT,0.075
2007,Belgium,PVTAA3,TOT,0.074
2008,Belgium,PVTAA3,TOT,0.066
2009,Belgium,PVTAA3,TOT,0.084
2010,Belgium,PVTAA3,TOT,0.099
2011,Belgium,PVTAA3,TOT,0.092
2012,Belgium,PVTAA3,TOT,0.108
2013,Belgium,PVTAA3,TOT,0.086
2018,Belgium,SEICTOTAL,TOT,3178.00
2019,Belgium,SEICTOTAL,TOT,3047.00
2006,Belgium,KCTOTAL,TOT,1160.00
2007,Belgium,KCTOTAL,TOT,941.00
2008,Belgium,KCTOTAL,TOT,958.00
2009,Belgium,KCTOTAL,TOT,1265.00
2010,Belgium,KCTOTAL,TOT,991.00
2011,Belgium,KCTOTAL,TOT,775.00
2012,Belgium,KCTOTAL,TOT,951.00
2013,Belgium,KCTOTAL,TOT,864.00
2018,Belgium,TRROTCTOTAL,TOT,140.00
2019,Belgium,TRROTCTOTAL,TOT,134.00
2018,Belgium,TRPOTCTOTAL,TOT,-138.00
2019,Belgium,TRPOTCTOTAL,TOT,-132.00
2018,Belgium,INCAC3,TOT,30184.00
2019,Belgium,INCAC3,TOT,32298.00
2006,Belgium,INCAC3,TOT,22297.00
2007,Belgium,INCAC3,TOT,23218.00
2008,Belgium,INCAC3,TOT,24753.00
2009,Belgium,INCAC3,TOT,24156.00
2010,Belgium,INCAC3,TOT,24625.00
2011,Belgium,INCAC3,TOT,24439.00
2012,Belgium,INCAC3,TOT,25733.00
2013,Belgium,INCAC3,TOT,26039.00
2018,Belgium,INCAC4,TOT,31469.00
2019,Belgium,INCAC4,TOT,32728.00
2006,Belgium,INCAC4,TOT,22881.00
2007,Belgium,INCAC4,TOT,24528.00
2008,Belgium,INCAC4,TOT,25420.00
2009,Belgium,INCAC4,TOT,25206.00
2010,Belgium,INCAC4,TOT,25368.00
2011,Belgium,INCAC4,TOT,26840.00
2012,Belgium,INCAC4,TOT,27715.00
2013,Belgium,INCAC4,TOT,27158.00
2006,Belgium,TRCTOTAL,TOT,6141.00
2007,Belgium,TRCTOTAL,TOT,5909.00
2008,Belgium,TRCTOTAL,TOT,6615.00
2009,Belgium,TRCTOTAL,TOT,7032.00
2010,Belgium,TRCTOTAL,TOT,6815.00
2011,Belgium,TRCTOTAL,TOT,7126.00
2012,Belgium,TRCTOTAL,TOT,7615.00
2013,Belgium,TRCTOTAL,TOT,7675.00
2018,Belgium,TRRCTOTAL,TOT,9608.00
2019,Belgium,TRRCTOTAL,TOT,9715.00
2018,Belgium,PVTAA4,TOT,0.077
2019,Belgium,PVTAA4,TOT,0.07
2006,Belgium,PVTAA4,TOT,0.074
2007,Belgium,PVTAA4,TOT,0.062
2008,Belgium,PVTAA4,TOT,0.077
2009,Belgium,PVTAA4,TOT,0.068
2010,Belgium,PVTAA4,TOT,0.066
2011,Belgium,PVTAA4,TOT,0.075
2012,Belgium,PVTAA4,TOT,0.085
2013,Belgium,PVTAA4,TOT,0.102
2018,Belgium,GINIG,TOT,0.325
2019,Belgium,GINIG,TOT,0.325
2018,Belgium,MEDIANC,TOT,27420.00
2019,Belgium,MEDIANC,TOT,28436.00
2006,Belgium,MEDIANC,TOT,19442.00
2007,Belgium,MEDIANC,TOT,19930.00
2008,Belgium,MEDIANC,TOT,21277.00
2009,Belgium,MEDIANC,TOT,21509.00
2010,Belgium,MEDIANC,TOT,22048.00
2011,Belgium,MEDIANC,TOT,22173.00
2012,Belgium,MEDIANC,TOT,23798.00
2013,Belgium,MEDIANC,TOT,23725.00
2018,Belgium,PVTAA5,TOT,0.077
2019,Belgium,PVTAA5,TOT,0.077
2006,Belgium,PVTAA5,TOT,0.082
2007,Belgium,PVTAA5,TOT,0.085
2008,Belgium,PVTAA5,TOT,0.087
2009,Belgium,PVTAA5,TOT,0.08
2010,Belgium,PVTAA5,TOT,0.076
2011,Belgium,PVTAA5,TOT,0.087
2012,Belgium,PVTAA5,TOT,0.075
2013,Belgium,PVTAA5,TOT,0.071
2018,Belgium,TRPCTOTAL,TOT,-10975.00
2019,Belgium,TRPCTOTAL,TOT,-10632.00
2018,Belgium,INCAC5,TOT,33101.00
2019,Belgium,INCAC5,TOT,35007.00
2006,Belgium,INCAC5,TOT,22403.00
2007,Belgium,INCAC5,TOT,23380.00
2008,Belgium,INCAC5,TOT,24766.00
2009,Belgium,INCAC5,TOT,25833.00
2010,Belgium,INCAC5,TOT,26191.00
2011,Belgium,INCAC5,TOT,25732.00
2012,Belgium,INCAC5,TOT,28017.00
2013,Belgium,INCAC5,TOT,28583.00
2018,Belgium,INCAC6,TOT,25025.00
2019,Belgium,INCAC6,TOT,25150.00
2006,Belgium,INCAC6,TOT,17084.00
2007,Belgium,INCAC6,TOT,17258.00
2008,Belgium,INCAC6,TOT,18876.00
2009,Belgium,INCAC6,TOT,19797.00
2010,Belgium,INCAC6,TOT,19003.00
2011,Belgium,INCAC6,TOT,19515.00
2012,Belgium,INCAC6,TOT,20983.00
2013,Belgium,INCAC6,TOT,21802.00
2018,Belgium,PVTAA6,TOT,0.071
2019,Belgium,PVTAA6,TOT,0.073
2006,Belgium,PVTAA6,TOT,0.129
2007,Belgium,PVTAA6,TOT,0.111
2008,Belgium,PVTAA6,TOT,0.099
2009,Belgium,PVTAA6,TOT,0.109
2010,Belgium,PVTAA6,TOT,0.101
2011,Belgium,PVTAA6,TOT,0.09
2012,Belgium,PVTAA6,TOT,0.089
2013,Belgium,PVTAA6,TOT,0.066
2018,Belgium,PALMA,TOT,0.89
2019,Belgium,PALMA,TOT,0.9
2006,Belgium,PALMA,TOT,0.91
2007,Belgium,PALMA,TOT,0.97
2008,Belgium,PALMA,TOT,0.9
2009,Belgium,PALMA,TOT,0.94
2010,Belgium,PALMA,TOT,0.91
2011,Belgium,PALMA,TOT,0.92
2012,Belgium,PALMA,TOT,0.9
2013,Belgium,PALMA,TOT,0.89
2018,Belgium,PVTAA7,TOT,0.103
2019,Belgium,PVTAA7,TOT,0.146
2006,Belgium,PVTAA7,TOT,0.191
2007,Belgium,PVTAA7,TOT,0.15
2008,Belgium,PVTAA7,TOT,0.136
2009,Belgium,PVTAA7,TOT,0.11
2010,Belgium,PVTAA7,TOT,0.109
2011,Belgium,PVTAA7,TOT,0.108
2012,Belgium,PVTAA7,TOT,0.093
2013,Belgium,PVTAA7,TOT,0.09
2018,Belgium,INCAC7,TOT,21565.00
2019,Belgium,INCAC7,TOT,21253.00
2006,Belgium,INCAC7,TOT,15088.00
2007,Belgium,INCAC7,TOT,15408.00
2008,Belgium,INCAC7,TOT,16708.00
2009,Belgium,INCAC7,TOT,17275.00
2010,Belgium,INCAC7,TOT,17431.00
2011,Belgium,INCAC7,TOT,17209.00
2012,Belgium,INCAC7,TOT,19136.00
2013,Belgium,INCAC7,TOT,19092.00
2018,Belgium,PVT5B,TOT,0.331
2019,Belgium,PVT5B,TOT,0.333
2006,Belgium,PVT5B,TOT,0.312
2007,Belgium,PVT5B,TOT,0.303
2008,Belgium,PVT5B,TOT,0.306
2009,Belgium,PVT5B,TOT,0.319
2010,Belgium,PVT5B,TOT,0.326
2011,Belgium,PVT5B,TOT,0.325
2012,Belgium,PVT5B,TOT,0.33
2013,Belgium,PVT5B,TOT,0.333
2018,Belgium,PVT5A,TOT,0.082
2019,Belgium,PVT5A,TOT,0.081
2006,Belgium,PVT5A,TOT,0.098
2007,Belgium,PVT5A,TOT,0.089
2008,Belgium,PVT5A,TOT,0.093
2009,Belgium,PVT5A,TOT,0.094
2010,Belgium,PVT5A,TOT,0.096
2011,Belgium,PVT5A,TOT,0.092
2012,Belgium,PVT5A,TOT,0.096
2013,Belgium,PVT5A,TOT,0.092
2006,Belgium,PMEAN5A,TOT,0.224
2007,Belgium,PMEAN5A,TOT,0.24
2008,Belgium,PMEAN5A,TOT,0.223
2009,Belgium,PMEAN5A,TOT,0.244
2010,Belgium,PMEAN5A,TOT,0.232
2011,Belgium,PMEAN5A,TOT,0.254
2012,Belgium,PMEAN5A,TOT,0.229
2013,Belgium,PMEAN5A,TOT,0.228
2006,Belgium,PMED5A,TOT,0.153
2007,Belgium,PMED5A,TOT,0.168
2008,Belgium,PMED5A,TOT,0.154
2009,Belgium,PMED5A,TOT,0.172
2010,Belgium,PMED5A,TOT,0.161
2011,Belgium,PMED5A,TOT,0.171
2012,Belgium,PMED5A,TOT,0.171
2013,Belgium,PMED5A,TOT,0.169
2006,Belgium,PVTAATOTAL,TOT,0.098
2007,Belgium,PVTAATOTAL,TOT,0.089
2008,Belgium,PVTAATOTAL,TOT,0.093
2009,Belgium,PVTAATOTAL,TOT,0.094
2010,Belgium,PVTAATOTAL,TOT,0.096
2011,Belgium,PVTAATOTAL,TOT,0.092
2012,Belgium,PVTAATOTAL,TOT,0.096
2013,Belgium,PVTAATOTAL,TOT,0.092
2018,Belgium,PVT6B,TOT,0.359
2019,Belgium,PVT6B,TOT,0.361
2006,Belgium,PVT6B,TOT,0.337
2007,Belgium,PVT6B,TOT,0.331
2008,Belgium,PVT6B,TOT,0.335
2009,Belgium,PVT6B,TOT,0.345
2010,Belgium,PVT6B,TOT,0.357
2011,Belgium,PVT6B,TOT,0.356
2012,Belgium,PVT6B,TOT,0.356
2013,Belgium,PVT6B,TOT,0.364
2018,Belgium,PVT6A,TOT,0.171
2019,Belgium,PVT6A,TOT,0.162
2006,Belgium,PVT6A,TOT,0.165
2007,Belgium,PVT6A,TOT,0.16
2008,Belgium,PVT6A,TOT,0.162
2009,Belgium,PVT6A,TOT,0.169
2010,Belgium,PVT6A,TOT,0.176
2011,Belgium,PVT6A,TOT,0.168
2012,Belgium,PVT6A,TOT,0.176
2013,Belgium,PVT6A,TOT,0.17
2006,Belgium,PMEAN6A,TOT,0.243
2007,Belgium,PMEAN6A,TOT,0.24
2008,Belgium,PMEAN6A,TOT,0.236
2009,Belgium,PMEAN6A,TOT,0.241
2010,Belgium,PMEAN6A,TOT,0.234
2011,Belgium,PMEAN6A,TOT,0.242
2012,Belgium,PMEAN6A,TOT,0.232
2013,Belgium,PMEAN6A,TOT,0.232
2006,Belgium,PMED6A,TOT,0.203
2007,Belgium,PMED6A,TOT,0.192
2008,Belgium,PMED6A,TOT,0.193
2009,Belgium,PMED6A,TOT,0.191
2010,Belgium,PMED6A,TOT,0.188
2011,Belgium,PMED6A,TOT,0.185
2012,Belgium,PMED6A,TOT,0.191
2013,Belgium,PMED6A,TOT,0.195
2018,Belgium,P90P10,TOT,3.2
2019,Belgium,P90P10,TOT,3.2
2006,Belgium,P90P10,TOT,3.4
2007,Belgium,P90P10,TOT,3.3
2008,Belgium,P90P10,TOT,3.3
2009,Belgium,P90P10,TOT,3.3
2010,Belgium,P90P10,TOT,3.3
2011,Belgium,P90P10,TOT,3.3
2012,Belgium,P90P10,TOT,3.3
2013,Belgium,P90P10,TOT,3.3
2018,Belgium,P90P50,TOT,1.7
2019,Belgium,P90P50,TOT,1.7
2006,Belgium,P90P50,TOT,1.7
2007,Belgium,P90P50,TOT,1.7
2008,Belgium,P90P50,TOT,1.7
2009,Belgium,P90P50,TOT,1.7
2010,Belgium,P90P50,TOT,1.7
2011,Belgium,P90P50,TOT,1.7
2012,Belgium,P90P50,TOT,1.7
2013,Belgium,P90P50,TOT,1.7
2018,Belgium,P50P10,TOT,1.9
2019,Belgium,P50P10,TOT,1.9
2006,Belgium,P50P10,TOT,2.00
2007,Belgium,P50P10,TOT,1.9
2008,Belgium,P50P10,TOT,2.00
2009,Belgium,P50P10,TOT,2.00
2010,Belgium,P50P10,TOT,2.00
2011,Belgium,P50P10,TOT,2.00
2012,Belgium,P50P10,TOT,2.00
2013,Belgium,P50P10,TOT,2.00
2018,Belgium,S80S20,TOT,3.8
2019,Belgium,S80S20,TOT,3.8
2006,Belgium,S80S20,TOT,3.9
2007,Belgium,S80S20,TOT,4.1
2008,Belgium,S80S20,TOT,3.9
2009,Belgium,S80S20,TOT,4.00
2010,Belgium,S80S20,TOT,3.9
2011,Belgium,S80S20,TOT,4.00
2012,Belgium,S80S20,TOT,3.9
2013,Belgium,S80S20,TOT,3.9
2018,Belgium,IND,TOT,11295520.00
2019,Belgium,IND,TOT,11363821.00
2006,Belgium,IND,TOT,10472331.00
2007,Belgium,IND,TOT,10535693.00
2008,Belgium,IND,TOT,10622235.00
2009,Belgium,IND,TOT,10712973.00
2010,Belgium,IND,TOT,10814576.00
2011,Belgium,IND,TOT,10890682.00
2012,Belgium,IND,TOT,10959204.00
2013,Belgium,IND,TOT,11008547.00
2018,Belgium,SHA1,TOT,0.213
2019,Belgium,SHA1,TOT,0.214
2006,Belgium,SHA1,TOT,0.215
2007,Belgium,SHA1,TOT,0.213
2008,Belgium,SHA1,TOT,0.21
2009,Belgium,SHA1,TOT,0.211
2010,Belgium,SHA1,TOT,0.21
2011,Belgium,SHA1,TOT,0.211
2012,Belgium,SHA1,TOT,0.21
2013,Belgium,SHA1,TOT,0.208
2018,Belgium,SHA2,TOT,0.085
2019,Belgium,SHA2,TOT,0.085
2006,Belgium,SHA2,TOT,0.094
2007,Belgium,SHA2,TOT,0.096
2008,Belgium,SHA2,TOT,0.098
2009,Belgium,SHA2,TOT,0.098
2010,Belgium,SHA2,TOT,0.098
2011,Belgium,SHA2,TOT,0.096
2012,Belgium,SHA2,TOT,0.096
2013,Belgium,SHA2,TOT,0.097
2018,Belgium,SHA3,TOT,0.2
2019,Belgium,SHA3,TOT,0.199
2006,Belgium,SHA3,TOT,0.207
2007,Belgium,SHA3,TOT,0.201
2008,Belgium,SHA3,TOT,0.202
2009,Belgium,SHA3,TOT,0.201
2010,Belgium,SHA3,TOT,0.201
2011,Belgium,SHA3,TOT,0.2
2012,Belgium,SHA3,TOT,0.197
2013,Belgium,SHA3,TOT,0.196
2018,Belgium,SHA4,TOT,0.128
2019,Belgium,SHA4,TOT,0.128
2006,Belgium,SHA4,TOT,0.15
2007,Belgium,SHA4,TOT,0.153
2008,Belgium,SHA4,TOT,0.148
2009,Belgium,SHA4,TOT,0.148
2010,Belgium,SHA4,TOT,0.146
2011,Belgium,SHA4,TOT,0.144
2012,Belgium,SHA4,TOT,0.146
2013,Belgium,SHA4,TOT,0.147
2018,Belgium,SHA5,TOT,0.205
2019,Belgium,SHA5,TOT,0.205
2006,Belgium,SHA5,TOT,0.182
2007,Belgium,SHA5,TOT,0.185
2008,Belgium,SHA5,TOT,0.191
2009,Belgium,SHA5,TOT,0.19
2010,Belgium,SHA5,TOT,0.193
2011,Belgium,SHA5,TOT,0.196
2012,Belgium,SHA5,TOT,0.195
2013,Belgium,SHA5,TOT,0.195
2018,Belgium,SHA6,TOT,0.097
2019,Belgium,SHA6,TOT,0.096
2006,Belgium,SHA6,TOT,0.087
2007,Belgium,SHA6,TOT,0.085
2008,Belgium,SHA6,TOT,0.083
2009,Belgium,SHA6,TOT,0.082
2010,Belgium,SHA6,TOT,0.081
2011,Belgium,SHA6,TOT,0.08
2012,Belgium,SHA6,TOT,0.082
2013,Belgium,SHA6,TOT,0.084
2018,Belgium,SHA7,TOT,0.072
2019,Belgium,SHA7,TOT,0.074
2006,Belgium,SHA7,TOT,0.066
2007,Belgium,SHA7,TOT,0.068
2008,Belgium,SHA7,TOT,0.069
2009,Belgium,SHA7,TOT,0.07
2010,Belgium,SHA7,TOT,0.071
2011,Belgium,SHA7,TOT,0.073
2012,Belgium,SHA7,TOT,0.074
2013,Belgium,SHA7,TOT,0.074
2018,Belgium,HHD,TOT,4950418.00
2019,Belgium,HHD,TOT,4993966.00
2006,Belgium,HHD,TOT,4541252.00
2007,Belgium,HHD,TOT,4581931.00
2008,Belgium,HHD,TOT,4632778.00
2009,Belgium,HHD,TOT,4677368.00
2010,Belgium,HHD,TOT,4728456.00
2011,Belgium,HHD,TOT,4762833.00
2012,Belgium,HHD,TOT,4788921.00
2013,Belgium,HHD,TOT,4811428.00
2006,Finland,GINI,TOT,0.268
2007,Finland,GINI,TOT,0.269
2008,Finland,GINI,TOT,0.264
2009,Finland,GINI,TOT,0.259
2010,Finland,GINI,TOT,0.264
2011,Finland,GINI,TOT,0.264
2012,Finland,GINI,TOT,0.26
2013,Finland,GINI,TOT,0.262
2014,Finland,GINI,TOT,0.257
2015,Finland,GINI,TOT,0.26
2016,Finland,GINI,TOT,0.259
2017,Finland,GINI,TOT,0.266
2018,Finland,GINI,TOT,0.269
2019,Finland,GINI,TOT,0.273
2020,Finland,GINI,TOT,0.265
2006,Finland,GINI,TOT,0.268
2007,Finland,GINI,TOT,0.27
2008,Finland,GINI,TOT,0.266
2009,Finland,GINI,TOT,0.26
2010,Finland,GINI,TOT,0.265
2011,Finland,GINI,TOT,0.265
2012,Finland,GINI,TOT,0.261
2006,Finland,CPI2010,TOT,92.6424
2007,Finland,CPI2010,TOT,94.9684
2008,Finland,CPI2010,TOT,98.8297
2009,Finland,CPI2010,TOT,98.8297
2010,Finland,CPI2010,TOT,100.00
2011,Finland,CPI2010,TOT,103.4168
2012,Finland,CPI2010,TOT,106.3211
2013,Finland,CPI2010,TOT,107.8928
2014,Finland,CPI2010,TOT,109.0163
2015,Finland,CPI2010,TOT,108.7895
2016,Finland,CPI2010,TOT,109.1776
2017,Finland,CPI2010,TOT,110.0007
2018,Finland,CPI2010,TOT,111.193
2019,Finland,CPI2010,TOT,112.3317
2020,Finland,CPI2010,TOT,112.6581
2006,Finland,CPI2010,TOT,92.6424
2007,Finland,CPI2010,TOT,94.9684
2008,Finland,CPI2010,TOT,98.8297
2009,Finland,CPI2010,TOT,98.8297
2010,Finland,CPI2010,TOT,100.00
2011,Finland,CPI2010,TOT,103.4168
2012,Finland,CPI2010,TOT,106.3211
2006,Finland,PVTAA1,TOT,0.039
2007,Finland,PVTAA1,TOT,0.052
2008,Finland,PVTAA1,TOT,0.052
2009,Finland,PVTAA1,TOT,0.044
2010,Finland,PVTAA1,TOT,0.039
2011,Finland,PVTAA1,TOT,0.04
2012,Finland,PVTAA1,TOT,0.029
2013,Finland,PVTAA1,TOT,0.046
2014,Finland,PVTAA1,TOT,0.036
2015,Finland,PVTAA1,TOT,0.037
2016,Finland,PVTAA1,TOT,0.033
2017,Finland,PVTAA1,TOT,0.036
2018,Finland,PVTAA1,TOT,0.035
2019,Finland,PVTAA1,TOT,0.037
2020,Finland,PVTAA1,TOT,0.024
2006,Finland,PVTAA1,TOT,0.038
2007,Finland,PVTAA1,TOT,0.053
2008,Finland,PVTAA1,TOT,0.054
2009,Finland,PVTAA1,TOT,0.044
2010,Finland,PVTAA1,TOT,0.039
2011,Finland,PVTAA1,TOT,0.04
2012,Finland,PVTAA1,TOT,0.03
2006,Finland,ECTOTAL,TOT,19934.00
2007,Finland,ECTOTAL,TOT,20832.00
2008,Finland,ECTOTAL,TOT,22059.00
2009,Finland,ECTOTAL,TOT,21710.00
2010,Finland,ECTOTAL,TOT,22125.00
2011,Finland,ECTOTAL,TOT,23084.00
2012,Finland,ECTOTAL,TOT,23907.00
2013,Finland,ECTOTAL,TOT,24092.00
2014,Finland,ECTOTAL,TOT,24228.00
2015,Finland,ECTOTAL,TOT,24272.00
2016,Finland,ECTOTAL,TOT,24325.00
2017,Finland,ECTOTAL,TOT,24925.00
2018,Finland,ECTOTAL,TOT,25824.00
2019,Finland,ECTOTAL,TOT,26561.00
2020,Finland,ECTOTAL,TOT,26323.00
2006,Finland,ECTOTAL,TOT,19934.00
2007,Finland,ECTOTAL,TOT,20832.00
2008,Finland,ECTOTAL,TOT,22059.00
2009,Finland,ECTOTAL,TOT,21710.00
2010,Finland,ECTOTAL,TOT,22125.00
2011,Finland,ECTOTAL,TOT,23084.00
2012,Finland,ECTOTAL,TOT,23907.00
2006,Finland,TRRSSCTOTAL,TOT,2625.00
2007,Finland,TRRSSCTOTAL,TOT,2641.00
2008,Finland,TRRSSCTOTAL,TOT,2656.00
2009,Finland,TRRSSCTOTAL,TOT,2798.00
2010,Finland,TRRSSCTOTAL,TOT,2939.00
2011,Finland,TRRSSCTOTAL,TOT,2973.00
2012,Finland,TRRSSCTOTAL,TOT,3003.00
2013,Finland,TRRSSCTOTAL,TOT,3165.00
2014,Finland,TRRSSCTOTAL,TOT,3222.00
2015,Finland,TRRSSCTOTAL,TOT,3331.00
2016,Finland,TRRSSCTOTAL,TOT,3289.00
2017,Finland,TRRSSCTOTAL,TOT,3244.00
2018,Finland,TRRSSCTOTAL,TOT,3213.00
2019,Finland,TRRSSCTOTAL,TOT,3125.00
2020,Finland,TRRSSCTOTAL,TOT,3306.00
2006,Finland,SECTOTAL,TOT,1790.00
2007,Finland,SECTOTAL,TOT,2069.00
2008,Finland,SECTOTAL,TOT,2006.00
2009,Finland,SECTOTAL,TOT,1765.00
2010,Finland,SECTOTAL,TOT,1848.00
2011,Finland,SECTOTAL,TOT,1923.00
2012,Finland,SECTOTAL,TOT,1854.00
2013,Finland,SECTOTAL,TOT,1870.00
2014,Finland,SECTOTAL,TOT,1786.00
2015,Finland,SECTOTAL,TOT,1701.00
2016,Finland,SECTOTAL,TOT,1735.00
2017,Finland,SECTOTAL,TOT,1737.00
2018,Finland,SECTOTAL,TOT,1798.00
2019,Finland,SECTOTAL,TOT,1771.00
2020,Finland,SECTOTAL,TOT,1633.00
2006,Finland,SECTOTAL,TOT,1790.00
2007,Finland,SECTOTAL,TOT,2069.00
2008,Finland,SECTOTAL,TOT,2006.00
2009,Finland,SECTOTAL,TOT,1765.00
