Year,Country,Measure,Age,Value
2012,Slovenia,CPI2010,WA,104.4471
2013,Slovenia,CPI2010,WA,106.295
2014,Slovenia,CPI2010,WA,106.5069
2015,Slovenia,CPI2010,WA,105.9471
2016,Slovenia,CPI2010,WA,105.8888
2017,Slovenia,CPI2010,WA,107.4021
2018,Slovenia,CPI2010,WA,109.2694
2019,Slovenia,CPI2010,WA,111.051
2006,Slovenia,CPI2010,WA,88.9525
2007,Slovenia,CPI2010,WA,92.2059
2008,Slovenia,CPI2010,WA,97.4131
2009,Slovenia,CPI2010,WA,98.2307
2010,Slovenia,CPI2010,WA,100.00
2011,Slovenia,CPI2010,WA,101.8028
2012,Slovenia,CPI2010,WA,104.4471
2013,Slovenia,CPI2010,WA,106.295
2006,Slovenia,ECTOTAL,WA,13206.00
2007,Slovenia,ECTOTAL,WA,14387.00
2008,Slovenia,ECTOTAL,WA,15572.00
2009,Slovenia,ECTOTAL,WA,15191.00
2010,Slovenia,ECTOTAL,WA,15335.00
2011,Slovenia,ECTOTAL,WA,15066.00
2012,Slovenia,ECTOTAL,WA,14924.00
2013,Slovenia,ECTOTAL,WA,14691.00
2014,Slovenia,ECTOTAL,WA,15551.00
2015,Slovenia,ECTOTAL,WA,15539.00
2016,Slovenia,ECTOTAL,WA,16386.00
2017,Slovenia,ECTOTAL,WA,17432.00
2018,Slovenia,ECTOTAL,WA,18442.00
2019,Slovenia,ECTOTAL,WA,19790.00
2006,Slovenia,ECTOTAL,WA,13042.00
2007,Slovenia,ECTOTAL,WA,14206.00
2008,Slovenia,ECTOTAL,WA,15388.00
2009,Slovenia,ECTOTAL,WA,15023.00
2010,Slovenia,ECTOTAL,WA,15192.00
2011,Slovenia,ECTOTAL,WA,14917.00
2012,Slovenia,ECTOTAL,WA,14776.00
2013,Slovenia,ECTOTAL,WA,14537.00
2006,Slovenia,TRRSSCTOTAL,WA,2955.00
2007,Slovenia,TRRSSCTOTAL,WA,3006.00
2008,Slovenia,TRRSSCTOTAL,WA,3176.00
2009,Slovenia,TRRSSCTOTAL,WA,3249.00
2010,Slovenia,TRRSSCTOTAL,WA,3387.00
2011,Slovenia,TRRSSCTOTAL,WA,3596.00
2012,Slovenia,TRRSSCTOTAL,WA,3455.00
2013,Slovenia,TRRSSCTOTAL,WA,3384.00
2014,Slovenia,TRRSSCTOTAL,WA,3231.00
2015,Slovenia,TRRSSCTOTAL,WA,3179.00
2016,Slovenia,TRRSSCTOTAL,WA,3169.00
2017,Slovenia,TRRSSCTOTAL,WA,3118.00
2018,Slovenia,TRRSSCTOTAL,WA,3175.00
2019,Slovenia,TRRSSCTOTAL,WA,3264.00
2006,Slovenia,SECTOTAL,WA,993.00
2007,Slovenia,SECTOTAL,WA,1113.00
2008,Slovenia,SECTOTAL,WA,1313.00
2009,Slovenia,SECTOTAL,WA,1161.00
2010,Slovenia,SECTOTAL,WA,1145.00
2011,Slovenia,SECTOTAL,WA,1069.00
2012,Slovenia,SECTOTAL,WA,938.00
2013,Slovenia,SECTOTAL,WA,1070.00
2014,Slovenia,SECTOTAL,WA,1089.00
2015,Slovenia,SECTOTAL,WA,1044.00
2016,Slovenia,SECTOTAL,WA,1126.00
2017,Slovenia,SECTOTAL,WA,1094.00
2018,Slovenia,SECTOTAL,WA,1852.00
2019,Slovenia,SECTOTAL,WA,1269.00
2006,Slovenia,SECTOTAL,WA,993.00
2007,Slovenia,SECTOTAL,WA,1118.00
2008,Slovenia,SECTOTAL,WA,1313.00
2009,Slovenia,SECTOTAL,WA,1162.00
2010,Slovenia,SECTOTAL,WA,1136.00
2011,Slovenia,SECTOTAL,WA,1071.00
2012,Slovenia,SECTOTAL,WA,941.00
2013,Slovenia,SECTOTAL,WA,1069.00
2006,Slovenia,TACTOTAL,WA,-4311.00
2007,Slovenia,TACTOTAL,WA,-4619.00
2008,Slovenia,TACTOTAL,WA,-4952.00
2009,Slovenia,TACTOTAL,WA,-4886.00
2010,Slovenia,TACTOTAL,WA,-4917.00
2011,Slovenia,TACTOTAL,WA,-4867.00
2012,Slovenia,TACTOTAL,WA,-4809.00
2013,Slovenia,TACTOTAL,WA,-4660.00
2014,Slovenia,TACTOTAL,WA,-4958.00
2015,Slovenia,TACTOTAL,WA,-4956.00
2016,Slovenia,TACTOTAL,WA,-5223.00
2017,Slovenia,TACTOTAL,WA,-5500.00
2018,Slovenia,TACTOTAL,WA,-5960.00
2019,Slovenia,TACTOTAL,WA,-6354.00
2006,Slovenia,TACTOTAL,WA,-4286.00
2007,Slovenia,TACTOTAL,WA,-4590.00
2008,Slovenia,TACTOTAL,WA,-4924.00
2009,Slovenia,TACTOTAL,WA,-4858.00
2010,Slovenia,TACTOTAL,WA,-4894.00
2011,Slovenia,TACTOTAL,WA,-4853.00
2012,Slovenia,TACTOTAL,WA,-4793.00
2013,Slovenia,TACTOTAL,WA,-4633.00
2006,Slovenia,OCCTOTAL,WA,261.00
2007,Slovenia,OCCTOTAL,WA,253.00
2008,Slovenia,OCCTOTAL,WA,276.00
2009,Slovenia,OCCTOTAL,WA,249.00
2010,Slovenia,OCCTOTAL,WA,225.00
2011,Slovenia,OCCTOTAL,WA,234.00
2012,Slovenia,OCCTOTAL,WA,217.00
2013,Slovenia,OCCTOTAL,WA,172.00
2014,Slovenia,OCCTOTAL,WA,171.00
2015,Slovenia,OCCTOTAL,WA,162.00
2016,Slovenia,OCCTOTAL,WA,153.00
2017,Slovenia,OCCTOTAL,WA,146.00
2018,Slovenia,OCCTOTAL,WA,139.00
2019,Slovenia,OCCTOTAL,WA,138.00
2006,Slovenia,KICTOTAL,WA,159.00
2007,Slovenia,KICTOTAL,WA,219.00
2008,Slovenia,KICTOTAL,WA,320.00
2009,Slovenia,KICTOTAL,WA,270.00
2010,Slovenia,KICTOTAL,WA,286.00
2011,Slovenia,KICTOTAL,WA,309.00
2012,Slovenia,KICTOTAL,WA,338.00
2013,Slovenia,KICTOTAL,WA,424.00
2014,Slovenia,KICTOTAL,WA,438.00
2015,Slovenia,KICTOTAL,WA,443.00
2016,Slovenia,KICTOTAL,WA,341.00
2017,Slovenia,KICTOTAL,WA,356.00
2018,Slovenia,KICTOTAL,WA,387.00
2019,Slovenia,KICTOTAL,WA,710.00
2006,Slovenia,PPPPRC,WA,0.666372
2007,Slovenia,PPPPRC,WA,0.683957
2008,Slovenia,PPPPRC,WA,0.686488
2009,Slovenia,PPPPRC,WA,0.709547
2010,Slovenia,PPPPRC,WA,0.698398
2011,Slovenia,PPPPRC,WA,0.681376
2012,Slovenia,PPPPRC,WA,0.677672
2013,Slovenia,PPPPRC,WA,0.665662
2014,Slovenia,PPPPRC,WA,0.66613
2015,Slovenia,PPPPRC,WA,0.669388
2016,Slovenia,PPPPRC,WA,0.654905
2017,Slovenia,PPPPRC,WA,0.649155
2018,Slovenia,PPPPRC,WA,0.642606
2019,Slovenia,PPPPRC,WA,0.649785
2006,Slovenia,PPPPRC,WA,0.666732
2007,Slovenia,PPPPRC,WA,0.684499
2008,Slovenia,PPPPRC,WA,0.686488
2009,Slovenia,PPPPRC,WA,0.708671
2010,Slovenia,PPPPRC,WA,0.698064
2011,Slovenia,PPPPRC,WA,0.681376
2012,Slovenia,PPPPRC,WA,0.677672
2013,Slovenia,PPPPRC,WA,0.665662
2006,Slovenia,INCCTOTAL,WA,13249.00
2007,Slovenia,INCCTOTAL,WA,14340.00
2008,Slovenia,INCCTOTAL,WA,15682.00
2009,Slovenia,INCCTOTAL,WA,15217.00
2010,Slovenia,INCCTOTAL,WA,15444.00
2011,Slovenia,INCCTOTAL,WA,15378.00
2012,Slovenia,INCCTOTAL,WA,15027.00
2013,Slovenia,INCCTOTAL,WA,15033.00
2014,Slovenia,INCCTOTAL,WA,15468.00
2015,Slovenia,INCCTOTAL,WA,15368.00
2016,Slovenia,INCCTOTAL,WA,15912.00
2017,Slovenia,INCCTOTAL,WA,16591.00
2018,Slovenia,INCCTOTAL,WA,17982.00
2019,Slovenia,INCCTOTAL,WA,18760.00
2006,Slovenia,INCCTOTAL,WA,12858.00
2007,Slovenia,INCCTOTAL,WA,13944.00
2008,Slovenia,INCCTOTAL,WA,15257.00
2009,Slovenia,INCCTOTAL,WA,14821.00
2010,Slovenia,INCCTOTAL,WA,15088.00
2011,Slovenia,INCCTOTAL,WA,15015.00
2012,Slovenia,INCCTOTAL,WA,14682.00
2013,Slovenia,INCCTOTAL,WA,14728.00
2006,Slovenia,GINIB,WA,0.389
2007,Slovenia,GINIB,WA,0.377
2008,Slovenia,GINIB,WA,0.367
2009,Slovenia,GINIB,WA,0.394
2010,Slovenia,GINIB,WA,0.395
2011,Slovenia,GINIB,WA,0.405
2012,Slovenia,GINIB,WA,0.413
2013,Slovenia,GINIB,WA,0.415
2014,Slovenia,GINIB,WA,0.405
2015,Slovenia,GINIB,WA,0.4
2016,Slovenia,GINIB,WA,0.39
2017,Slovenia,GINIB,WA,0.379
2018,Slovenia,GINIB,WA,0.377
2019,Slovenia,GINIB,WA,0.378
2006,Slovenia,GINIB,WA,0.398
2007,Slovenia,GINIB,WA,0.385
2008,Slovenia,GINIB,WA,0.375
2009,Slovenia,GINIB,WA,0.401
2010,Slovenia,GINIB,WA,0.401
2011,Slovenia,GINIB,WA,0.413
2012,Slovenia,GINIB,WA,0.42
2013,Slovenia,GINIB,WA,0.421
2006,Slovenia,SEICTOTAL,WA,1254.00
2007,Slovenia,SEICTOTAL,WA,1366.00
2008,Slovenia,SEICTOTAL,WA,1589.00
2009,Slovenia,SEICTOTAL,WA,1410.00
2010,Slovenia,SEICTOTAL,WA,1370.00
2011,Slovenia,SEICTOTAL,WA,1303.00
2012,Slovenia,SEICTOTAL,WA,1155.00
2013,Slovenia,SEICTOTAL,WA,1242.00
2014,Slovenia,SEICTOTAL,WA,1260.00
2015,Slovenia,SEICTOTAL,WA,1206.00
2016,Slovenia,SEICTOTAL,WA,1279.00
2017,Slovenia,SEICTOTAL,WA,1239.00
2018,Slovenia,SEICTOTAL,WA,1990.00
2019,Slovenia,SEICTOTAL,WA,1407.00
2006,Slovenia,KCTOTAL,WA,144.00
2007,Slovenia,KCTOTAL,WA,197.00
2008,Slovenia,KCTOTAL,WA,297.00
2009,Slovenia,KCTOTAL,WA,246.00
2010,Slovenia,KCTOTAL,WA,265.00
2011,Slovenia,KCTOTAL,WA,276.00
2012,Slovenia,KCTOTAL,WA,298.00
2013,Slovenia,KCTOTAL,WA,369.00
2006,Slovenia,TRROTCTOTAL,WA,26.00
2007,Slovenia,TRROTCTOTAL,WA,28.00
2008,Slovenia,TRROTCTOTAL,WA,43.00
2009,Slovenia,TRROTCTOTAL,WA,58.00
2010,Slovenia,TRROTCTOTAL,WA,49.00
2011,Slovenia,TRROTCTOTAL,WA,48.00
2012,Slovenia,TRROTCTOTAL,WA,40.00
2013,Slovenia,TRROTCTOTAL,WA,50.00
2014,Slovenia,TRROTCTOTAL,WA,56.00
2015,Slovenia,TRROTCTOTAL,WA,56.00
2016,Slovenia,TRROTCTOTAL,WA,64.00
2017,Slovenia,TRROTCTOTAL,WA,61.00
2018,Slovenia,TRROTCTOTAL,WA,65.00
2019,Slovenia,TRROTCTOTAL,WA,52.00
2006,Slovenia,TRPOTCTOTAL,WA,-39.00
2007,Slovenia,TRPOTCTOTAL,WA,-48.00
2008,Slovenia,TRPOTCTOTAL,WA,-65.00
2009,Slovenia,TRPOTCTOTAL,WA,-75.00
2010,Slovenia,TRPOTCTOTAL,WA,-67.00
2011,Slovenia,TRPOTCTOTAL,WA,-77.00
2012,Slovenia,TRPOTCTOTAL,WA,-78.00
2013,Slovenia,TRPOTCTOTAL,WA,-98.00
2014,Slovenia,TRPOTCTOTAL,WA,-110.00
2015,Slovenia,TRPOTCTOTAL,WA,-100.00
2016,Slovenia,TRPOTCTOTAL,WA,-105.00
2017,Slovenia,TRPOTCTOTAL,WA,-115.00
2018,Slovenia,TRPOTCTOTAL,WA,-116.00
2019,Slovenia,TRPOTCTOTAL,WA,-107.00
2006,Slovenia,TRCTOTAL,WA,2962.00
2007,Slovenia,TRCTOTAL,WA,3015.00
2008,Slovenia,TRCTOTAL,WA,3186.00
2009,Slovenia,TRCTOTAL,WA,3253.00
2010,Slovenia,TRCTOTAL,WA,3395.00
2011,Slovenia,TRCTOTAL,WA,3604.00
2012,Slovenia,TRCTOTAL,WA,3460.00
2013,Slovenia,TRCTOTAL,WA,3386.00
2006,Slovenia,TRRCTOTAL,WA,2981.00
2007,Slovenia,TRRCTOTAL,WA,3034.00
2008,Slovenia,TRRCTOTAL,WA,3219.00
2009,Slovenia,TRRCTOTAL,WA,3307.00
2010,Slovenia,TRRCTOTAL,WA,3437.00
2011,Slovenia,TRRCTOTAL,WA,3644.00
2012,Slovenia,TRRCTOTAL,WA,3496.00
2013,Slovenia,TRRCTOTAL,WA,3435.00
2014,Slovenia,TRRCTOTAL,WA,3286.00
2015,Slovenia,TRRCTOTAL,WA,3236.00
2016,Slovenia,TRRCTOTAL,WA,3233.00
2017,Slovenia,TRRCTOTAL,WA,3179.00
2018,Slovenia,TRRCTOTAL,WA,3240.00
2019,Slovenia,TRRCTOTAL,WA,3316.00
2006,Slovenia,GINIG,WA,0.286
2007,Slovenia,GINIG,WA,0.281
2008,Slovenia,GINIG,WA,0.275
2009,Slovenia,GINIG,WA,0.292
2010,Slovenia,GINIG,WA,0.291
2011,Slovenia,GINIG,WA,0.293
2012,Slovenia,GINIG,WA,0.299
2013,Slovenia,GINIG,WA,0.302
2014,Slovenia,GINIG,WA,0.299
2015,Slovenia,GINIG,WA,0.296
2016,Slovenia,GINIG,WA,0.291
2017,Slovenia,GINIG,WA,0.286
2018,Slovenia,GINIG,WA,0.288
2019,Slovenia,GINIG,WA,0.29
2006,Slovenia,MEDIANC,WA,12302.00
2007,Slovenia,MEDIANC,WA,13439.00
2008,Slovenia,MEDIANC,WA,14773.00
2009,Slovenia,MEDIANC,WA,14187.00
2010,Slovenia,MEDIANC,WA,14496.00
2011,Slovenia,MEDIANC,WA,14463.00
2012,Slovenia,MEDIANC,WA,14064.00
2013,Slovenia,MEDIANC,WA,14006.00
2014,Slovenia,MEDIANC,WA,14428.00
2015,Slovenia,MEDIANC,WA,14480.00
2016,Slovenia,MEDIANC,WA,15007.00
2017,Slovenia,MEDIANC,WA,15715.00
2018,Slovenia,MEDIANC,WA,16605.00
2019,Slovenia,MEDIANC,WA,17480.00
2006,Slovenia,MEDIANC,WA,11940.00
2007,Slovenia,MEDIANC,WA,13017.00
2008,Slovenia,MEDIANC,WA,14368.00
2009,Slovenia,MEDIANC,WA,13845.00
2010,Slovenia,MEDIANC,WA,14164.00
2011,Slovenia,MEDIANC,WA,14104.00
2012,Slovenia,MEDIANC,WA,13804.00
2013,Slovenia,MEDIANC,WA,13740.00
2006,Slovenia,TRPCTOTAL,WA,-4351.00
2007,Slovenia,TRPCTOTAL,WA,-4667.00
2008,Slovenia,TRPCTOTAL,WA,-5017.00
2009,Slovenia,TRPCTOTAL,WA,-4961.00
2010,Slovenia,TRPCTOTAL,WA,-4984.00
2011,Slovenia,TRPCTOTAL,WA,-4944.00
2012,Slovenia,TRPCTOTAL,WA,-4887.00
2013,Slovenia,TRPCTOTAL,WA,-4758.00
2014,Slovenia,TRPCTOTAL,WA,-5067.00
2015,Slovenia,TRPCTOTAL,WA,-5056.00
2016,Slovenia,TRPCTOTAL,WA,-5328.00
2017,Slovenia,TRPCTOTAL,WA,-5615.00
2018,Slovenia,TRPCTOTAL,WA,-6076.00
2019,Slovenia,TRPCTOTAL,WA,-6461.00
2006,Slovenia,PALMA,WA,0.78
2007,Slovenia,PALMA,WA,0.77
2008,Slovenia,PALMA,WA,0.75
2009,Slovenia,PALMA,WA,0.81
2010,Slovenia,PALMA,WA,0.8
2011,Slovenia,PALMA,WA,0.81
2012,Slovenia,PALMA,WA,0.82
2013,Slovenia,PALMA,WA,0.85
2014,Slovenia,PALMA,WA,0.85
2015,Slovenia,PALMA,WA,0.83
2016,Slovenia,PALMA,WA,0.8
2017,Slovenia,PALMA,WA,0.8
2018,Slovenia,PALMA,WA,0.83
2019,Slovenia,PALMA,WA,0.83
2006,Slovenia,PALMA,WA,0.79
2007,Slovenia,PALMA,WA,0.78
2008,Slovenia,PALMA,WA,0.76
2009,Slovenia,PALMA,WA,0.81
2010,Slovenia,PALMA,WA,0.81
2011,Slovenia,PALMA,WA,0.81
2012,Slovenia,PALMA,WA,0.83
2013,Slovenia,PALMA,WA,0.86
2006,Slovenia,INCHCTOTAL,WA,12653.00
2007,Slovenia,INCHCTOTAL,WA,13801.00
2008,Slovenia,INCHCTOTAL,WA,15015.00
2009,Slovenia,INCHCTOTAL,WA,14623.00
2010,Slovenia,INCHCTOTAL,WA,14873.00
2011,Slovenia,INCHCTOTAL,WA,14876.00
2012,Slovenia,INCHCTOTAL,WA,14580.00
2013,Slovenia,INCHCTOTAL,WA,14653.00
2006,Slovenia,PVT5B,WA,0.189
2007,Slovenia,PVT5B,WA,0.18
2008,Slovenia,PVT5B,WA,0.175
2009,Slovenia,PVT5B,WA,0.195
2010,Slovenia,PVT5B,WA,0.202
2011,Slovenia,PVT5B,WA,0.216
2012,Slovenia,PVT5B,WA,0.219
2013,Slovenia,PVT5B,WA,0.228
2014,Slovenia,PVT5B,WA,0.215
2015,Slovenia,PVT5B,WA,0.212
2016,Slovenia,PVT5B,WA,0.199
2017,Slovenia,PVT5B,WA,0.186
2018,Slovenia,PVT5B,WA,0.17
2019,Slovenia,PVT5B,WA,0.169
2006,Slovenia,PVT5B,WA,0.196
2007,Slovenia,PVT5B,WA,0.185
2008,Slovenia,PVT5B,WA,0.18
2009,Slovenia,PVT5B,WA,0.2
2010,Slovenia,PVT5B,WA,0.207
2011,Slovenia,PVT5B,WA,0.221
2012,Slovenia,PVT5B,WA,0.226
2013,Slovenia,PVT5B,WA,0.231
2006,Slovenia,PVTBHTOTAL,WA,0.173
2007,Slovenia,PVTBHTOTAL,WA,0.157
2008,Slovenia,PVTBHTOTAL,WA,0.16
2009,Slovenia,PVTBHTOTAL,WA,0.175
2010,Slovenia,PVTBHTOTAL,WA,0.183
2011,Slovenia,PVTBHTOTAL,WA,0.192
2012,Slovenia,PVTBHTOTAL,WA,0.197
2013,Slovenia,PVTBHTOTAL,WA,0.201
2006,Slovenia,PVT5A,WA,0.059
2007,Slovenia,PVT5A,WA,0.063
2008,Slovenia,PVT5A,WA,0.061
2009,Slovenia,PVT5A,WA,0.07
2010,Slovenia,PVT5A,WA,0.075
2011,Slovenia,PVT5A,WA,0.076
2012,Slovenia,PVT5A,WA,0.083
2013,Slovenia,PVT5A,WA,0.088
2014,Slovenia,PVT5A,WA,0.085
2015,Slovenia,PVT5A,WA,0.087
2016,Slovenia,PVT5A,WA,0.082
2017,Slovenia,PVT5A,WA,0.078
2018,Slovenia,PVT5A,WA,0.068
2019,Slovenia,PVT5A,WA,0.064
2006,Slovenia,PVT5A,WA,0.06
2007,Slovenia,PVT5A,WA,0.066
2008,Slovenia,PVT5A,WA,0.062
2009,Slovenia,PVT5A,WA,0.071
2010,Slovenia,PVT5A,WA,0.076
2011,Slovenia,PVT5A,WA,0.078
2012,Slovenia,PVT5A,WA,0.086
2013,Slovenia,PVT5A,WA,0.089
2006,Slovenia,PMEAN5A,WA,0.255
2007,Slovenia,PMEAN5A,WA,0.274
2008,Slovenia,PMEAN5A,WA,0.246
2009,Slovenia,PMEAN5A,WA,0.243
2010,Slovenia,PMEAN5A,WA,0.253
2011,Slovenia,PMEAN5A,WA,0.259
2012,Slovenia,PMEAN5A,WA,0.248
2013,Slovenia,PMEAN5A,WA,0.262
2006,Slovenia,PMED5A,WA,0.202
2007,Slovenia,PMED5A,WA,0.238
2008,Slovenia,PMED5A,WA,0.215
2009,Slovenia,PMED5A,WA,0.205
2010,Slovenia,PMED5A,WA,0.221
2011,Slovenia,PMED5A,WA,0.205
2012,Slovenia,PMED5A,WA,0.195
2013,Slovenia,PMED5A,WA,0.226
2006,Slovenia,PVTAHTOTAL,WA,0.059
2007,Slovenia,PVTAHTOTAL,WA,0.062
2008,Slovenia,PVTAHTOTAL,WA,0.061
2009,Slovenia,PVTAHTOTAL,WA,0.07
2010,Slovenia,PVTAHTOTAL,WA,0.077
2011,Slovenia,PVTAHTOTAL,WA,0.075
2012,Slovenia,PVTAHTOTAL,WA,0.084
2013,Slovenia,PVTAHTOTAL,WA,0.088
2006,Slovenia,PVT6B,WA,0.232
2007,Slovenia,PVT6B,WA,0.219
2008,Slovenia,PVT6B,WA,0.214
2009,Slovenia,PVT6B,WA,0.24
2010,Slovenia,PVT6B,WA,0.241
2011,Slovenia,PVT6B,WA,0.26
2012,Slovenia,PVT6B,WA,0.264
2013,Slovenia,PVT6B,WA,0.269
2014,Slovenia,PVT6B,WA,0.254
2015,Slovenia,PVT6B,WA,0.25
2016,Slovenia,PVT6B,WA,0.239
2017,Slovenia,PVT6B,WA,0.226
2018,Slovenia,PVT6B,WA,0.205
2019,Slovenia,PVT6B,WA,0.207
2006,Slovenia,PVT6B,WA,0.239
2007,Slovenia,PVT6B,WA,0.226
2008,Slovenia,PVT6B,WA,0.223
2009,Slovenia,PVT6B,WA,0.243
2010,Slovenia,PVT6B,WA,0.247
2011,Slovenia,PVT6B,WA,0.267
2012,Slovenia,PVT6B,WA,0.268
2013,Slovenia,PVT6B,WA,0.274
2006,Slovenia,PVT6A,WA,0.103
2007,Slovenia,PVT6A,WA,0.111
2008,Slovenia,PVT6A,WA,0.106
2009,Slovenia,PVT6A,WA,0.119
2010,Slovenia,PVT6A,WA,0.123
2011,Slovenia,PVT6A,WA,0.129
2012,Slovenia,PVT6A,WA,0.134
2013,Slovenia,PVT6A,WA,0.142
2014,Slovenia,PVT6A,WA,0.137
2015,Slovenia,PVT6A,WA,0.14
2016,Slovenia,PVT6A,WA,0.127
2017,Slovenia,PVT6A,WA,0.128
2018,Slovenia,PVT6A,WA,0.115
2019,Slovenia,PVT6A,WA,0.116
2006,Slovenia,PVT6A,WA,0.106
2007,Slovenia,PVT6A,WA,0.111
2008,Slovenia,PVT6A,WA,0.105
2009,Slovenia,PVT6A,WA,0.121
2010,Slovenia,PVT6A,WA,0.125
2011,Slovenia,PVT6A,WA,0.13
2012,Slovenia,PVT6A,WA,0.135
2013,Slovenia,PVT6A,WA,0.144
2006,Slovenia,PMEAN6A,WA,0.247
2007,Slovenia,PMEAN6A,WA,0.267
2008,Slovenia,PMEAN6A,WA,0.251
2009,Slovenia,PMEAN6A,WA,0.25
2010,Slovenia,PMEAN6A,WA,0.261
2011,Slovenia,PMEAN6A,WA,0.261
2012,Slovenia,PMEAN6A,WA,0.266
2013,Slovenia,PMEAN6A,WA,0.27
2006,Slovenia,PMED6A,WA,0.204
2007,Slovenia,PMED6A,WA,0.217
2008,Slovenia,PMED6A,WA,0.217
2009,Slovenia,PMED6A,WA,0.215
2010,Slovenia,PMED6A,WA,0.221
2011,Slovenia,PMED6A,WA,0.213
2012,Slovenia,PMED6A,WA,0.232
2013,Slovenia,PMED6A,WA,0.232
2006,Slovenia,P90P10,WA,2.9
2007,Slovenia,P90P10,WA,2.9
2008,Slovenia,P90P10,WA,2.9
2009,Slovenia,P90P10,WA,3.1
2010,Slovenia,P90P10,WA,3.1
2011,Slovenia,P90P10,WA,3.1
2012,Slovenia,P90P10,WA,3.2
2013,Slovenia,P90P10,WA,3.3
2014,Slovenia,P90P10,WA,3.2
2015,Slovenia,P90P10,WA,3.2
2016,Slovenia,P90P10,WA,3.1
2017,Slovenia,P90P10,WA,3.1
2018,Slovenia,P90P10,WA,3.1
2019,Slovenia,P90P10,WA,3.00
2006,Slovenia,P90P10,WA,3.00
2007,Slovenia,P90P10,WA,3.00
2008,Slovenia,P90P10,WA,2.9
2009,Slovenia,P90P10,WA,3.1
2010,Slovenia,P90P10,WA,3.1
2011,Slovenia,P90P10,WA,3.1
2012,Slovenia,P90P10,WA,3.2
2013,Slovenia,P90P10,WA,3.4
2006,Slovenia,P90P50,WA,1.7
2007,Slovenia,P90P50,WA,1.6
2008,Slovenia,P90P50,WA,1.6
2009,Slovenia,P90P50,WA,1.6
2010,Slovenia,P90P50,WA,1.6
2011,Slovenia,P90P50,WA,1.6
2012,Slovenia,P90P50,WA,1.6
2013,Slovenia,P90P50,WA,1.7
2014,Slovenia,P90P50,WA,1.7
2015,Slovenia,P90P50,WA,1.6
2016,Slovenia,P90P50,WA,1.6
2017,Slovenia,P90P50,WA,1.6
2018,Slovenia,P90P50,WA,1.7
2019,Slovenia,P90P50,WA,1.6
2006,Slovenia,P90P50,WA,1.7
2007,Slovenia,P90P50,WA,1.6
2008,Slovenia,P90P50,WA,1.6
2009,Slovenia,P90P50,WA,1.7
2010,Slovenia,P90P50,WA,1.6
2011,Slovenia,P90P50,WA,1.6
2012,Slovenia,P90P50,WA,1.6
2013,Slovenia,P90P50,WA,1.7
2006,Slovenia,P50P10,WA,1.8
2007,Slovenia,P50P10,WA,1.8
2008,Slovenia,P50P10,WA,1.8
2009,Slovenia,P50P10,WA,1.9
2010,Slovenia,P50P10,WA,1.9
2011,Slovenia,P50P10,WA,1.9
2012,Slovenia,P50P10,WA,1.9
2013,Slovenia,P50P10,WA,2.00
2014,Slovenia,P50P10,WA,1.9
2015,Slovenia,P50P10,WA,2.00
2016,Slovenia,P50P10,WA,1.9
2017,Slovenia,P50P10,WA,1.9
2018,Slovenia,P50P10,WA,1.8
2019,Slovenia,P50P10,WA,1.8
2006,Slovenia,P50P10,WA,1.8
2007,Slovenia,P50P10,WA,1.8
2008,Slovenia,P50P10,WA,1.8
2009,Slovenia,P50P10,WA,1.9
2010,Slovenia,P50P10,WA,1.9
2011,Slovenia,P50P10,WA,1.9
2012,Slovenia,P50P10,WA,2.00
2013,Slovenia,P50P10,WA,2.00
2006,Slovenia,S80S20,WA,3.4
2007,Slovenia,S80S20,WA,3.4
2008,Slovenia,S80S20,WA,3.3
2009,Slovenia,S80S20,WA,3.5
2010,Slovenia,S80S20,WA,3.5
2011,Slovenia,S80S20,WA,3.6
2012,Slovenia,S80S20,WA,3.7
2013,Slovenia,S80S20,WA,3.8
2014,Slovenia,S80S20,WA,3.8
2015,Slovenia,S80S20,WA,3.7
2016,Slovenia,S80S20,WA,3.6
2017,Slovenia,S80S20,WA,3.6
2018,Slovenia,S80S20,WA,3.6
2019,Slovenia,S80S20,WA,3.5
2006,Slovenia,S80S20,WA,3.4
2007,Slovenia,S80S20,WA,3.4
2008,Slovenia,S80S20,WA,3.3
2009,Slovenia,S80S20,WA,3.6
2010,Slovenia,S80S20,WA,3.6
2011,Slovenia,S80S20,WA,3.6
2012,Slovenia,S80S20,WA,3.7
2013,Slovenia,S80S20,WA,3.9
2006,Slovenia,IND,WA,1323047.00
2007,Slovenia,IND,WA,1316860.00
2008,Slovenia,IND,WA,1334161.00
2009,Slovenia,IND,WA,1346830.00
2010,Slovenia,IND,WA,1343784.00
2011,Slovenia,IND,WA,1344086.00
2012,Slovenia,IND,WA,1344888.00
2013,Slovenia,IND,WA,1331563.00
2014,Slovenia,IND,WA,1310348.00
2015,Slovenia,IND,WA,1311935.00
2016,Slovenia,IND,WA,1308406.00
2017,Slovenia,IND,WA,1295509.00
2018,Slovenia,IND,WA,1301109.00
2019,Slovenia,IND,WA,1308866.00
2006,Slovenia,IND,WA,1307316.00
2007,Slovenia,IND,WA,1300575.00
2008,Slovenia,IND,WA,1317283.00
2009,Slovenia,IND,WA,1334644.00
2010,Slovenia,IND,WA,1333470.00
2011,Slovenia,IND,WA,1333599.00
2012,Slovenia,IND,WA,1333460.00
2013,Slovenia,IND,WA,1320330.00
2008,Italy,GINI,WA,0.334
2008,Italy,CPI2010,WA,97.7401
2008,Italy,ECTOTAL,WA,14242.00
